"","event","flight_number","date","hour","hour_format","location","origin","destination","longitude","latitude","tcas_type"
"191","long_ldg","AVA9442","2018-10-09","05:15:44","UTC","","BOG","CUC","-72.5113067626953","7.92680740356445",""
"192","long_ldg","AVA9338","2018-10-16","16:34:01","UTC","","BOG","MDE","-75.4233703613281","6.17534637451172",""
"193","long_ldg","AVA9472","2018-10-15","21:44:17","UTC","","BOG","BGA","-73.1864547729492","7.13081359863281",""
"194","long_ldg","AVA8505","2018-10-15","04:06:13","UTC","","BOG","PEI","-75.7333984375","4.81475830078125",""
"195","long_ldg","AVA8505","2018-10-12","04:04:03","UTC","","BOG","PEI","-75.7315063476562","4.81527328491211",""
"196","long_ldg","AVA9452","2018-10-18","00:28:42","UTC","","BOG","CUC","-72.5106201171875","7.92560577392578",""
"197","long_ldg","AVA8402","2018-10-26","22:43:57","UTC","","BOG","EYP","-72.3823623657227","5.32083654403687",""
"198","long_ldg","AVA9780","2018-10-10","03:10:20","UTC","","BOG","ADZ","-81.705322265625","12.5870704650879",""
"199","long_ldg","AVA9450","2018-10-19","12:15:31","UTC","","BOG","CUC","-72.5094223022461","7.92354583740234",""
"200","long_ldg","AVA9450","2018-10-12","12:36:09","UTC","","BOG","CUC","-72.5111389160156","7.92646408081055",""
"201","long_ldg","AVA9724","2018-10-13","15:27:44","UTC","","BOG","CUC","-72.5116577148438","7.92732238769531",""
"202","long_ldg","AVA9776","2018-10-19","22:33:11","UTC","","BOG","ADZ","-81.7056655883789","12.586727142334",""
"203","long_ldg","AVA9710","2018-10-12","16:08:30","UTC","","BOG","BGA","-73.1866302490234","7.13132858276367",""
"204","long_ldg","AVA9866","2018-10-16","08:21:21","UTC","","BOG","LET","-69.9449768066406","-4.19883728027344",""
"205","long_ldg","TPU837","2018-10-08","18:27:04","UTC","","LIM","CUZ","-71.9480895996094","-13.5348129272461",""
"206","long_ldg","AVA010","2018-10-08","12:58:13","UTC","","BOG","MAD","-3.5709342956543","40.4802398681641",""
